Order_ID,Customer_Name,City,Order_Date,Order_Time,Food_Item,Quantity,Price,Payment_Mode,Customer_Rating,Revenue
1333,Priya,Tirunelveli,2025-05-19,13:26,Biryani,1,202,Cash,4,202
1334,Vijay,Madurai,2025-06-28,11:50,Pizza,4,141,Cash,3,564
1335,Vijay,Trichy,2025-01-01,10:47,Parotta,4,221,Cash,5,884
1336,Priya,Chennai,2025-04-21,17:54,Parotta,2,297,Card,3,594
1337,Suresh,Thoothukudi,2025-03-02,21:32,Pizza,1,104,Cash,2,104
1338,Vijay,Madurai,2025-01-20,11:10,Fried Rice,2,172,Cash,2,344
1339,Ravi,Coimbatore,2025-06-01,20:24,Biryani,1,318,Cash,2,318
1340,Suresh,Coimbatore,2025-05-02,19:49,Burger,1,213,Cash,2,213
1341,Ravi,Chennai,2025-01-05,10:05,Fried Rice,3,289,Cash,2,867
1342,Priya,Trichy,2025-10-08,16:34,Fried Rice,1,234,UPI,1,234
1343,Ravi,Madurai,2025-11-22,13:00,Biryani,4,127,Card,2,508
1344,Vijay,Salem,2025-10-11,11:19,Fried Rice,2,88,Cash,2,176
1345,Suresh,Salem,2025-11-19,15:38,Biryani,3,304,Cash,5,912
1346,Priya,Salem,2025-08-21,20:16,Burger,3,344,UPI,1,1032
1347,Priya,Trichy,2025-07-22,18:15,Dosa,4,320,Cash,4,1280
1348,Karthik,Thoothukudi,2025-11-13,12:36,Noodles,5,335,UPI,3,1675
1349,Vijay,Trichy,2025-06-18,14:49,Pizza,1,119,UPI,5,119
1350,Suresh,Madurai,2025-12-15,17:53,Parotta,3,156,UPI,3,468
1351,Suresh,Coimbatore,2025-02-23,17:12,Fried Rice,3,205,UPI,1,615
1352,Anitha,Salem,2025-02-20,13:27,Parotta,1,172,Cash,4,172
1353,Anitha,Tirunelveli,2025-07-01,19:27,Fried Rice,4,238,Card,3,952
1354,Suresh,Madurai,2025-01-09,10:16,Dosa,3,219,Cash,1,657
1355,Vijay,Thoothukudi,2025-11-25,12:08,Parotta,4,307,Card,3,1228
1356,Karthik,Madurai,2025-02-23,20:30,Noodles,2,135,Cash,2,270
1357,Suresh,Thoothukudi,2025-08-08,22:46,Fried Rice,1,134,Cash,1,134
1358,Priya,Trichy,2025-11-07,16:24,Noodles,4,119,UPI,1,476
1359,Priya,Trichy,2025-01-23,16:56,Fried Rice,5,340,Card,3,1700
1360,Priya,Thoothukudi,2025-04-13,14:33,Shawarma,1,128,Cash,2,128
1361,Priya,Thoothukudi,2025-01-13,20:45,Noodles,1,330,UPI,1,330
1362,Kumar,Chennai,2025-03-28,18:12,Noodles,2,262,Cash,2,524
1363,Karthik,Salem,2025-09-26,18:25,Shawarma,1,274,Cash,1,274
1364,Kumar,Salem,2025-12-07,14:08,Dosa,1,149,UPI,3,149
1365,Ravi,Thoothukudi,2025-01-21,10:08,Fried Rice,3,107,Card,3,321
1366,Karthik,Chennai,2025-09-17,18:17,Parotta,2,174,UPI,4,348
1367,Meena,Tirunelveli,2025-06-03,12:21,Burger,5,228,Cash,3,1140
1368,Arun,Salem,2025-06-03,20:56,Burger,2,105,Card,4,210
1369,Ravi,Salem,2025-03-28,10:05,Parotta,1,172,Card,4,172
1370,Ravi,Thoothukudi,2025-07-13,22:30,Dosa,4,129,Cash,4,516
1371,Kumar,Chennai,2025-12-09,18:57,Noodles,5,256,UPI,2,1280
1372,Arun,Coimbatore,2025-01-01,20:46,Shawarma,3,103,UPI,1,309
1373,Meena,Madurai,2025-02-16,16:56,Shawarma,5,219,UPI,4,1095
1374,Arun,Coimbatore,2025-08-22,12:48,Burger,5,255,Cash,5,1275
1375,Vijay,Tirunelveli,2025-03-05,19:49,Biryani,2,204,UPI,4,408
1376,Ravi,Chennai,2025-06-14,14:44,Burger,5,232,UPI,4,1160
1377,Ravi,Thoothukudi,2025-08-03,22:53,Pizza,3,191,Card,2,573
1378,Kumar,Thoothukudi,2025-02-01,18:40,Noodles,4,169,UPI,5,676
1379,Priya,Tirunelveli,2025-12-03,16:45,Dosa,1,318,UPI,1,318
1380,Priya,Coimbatore,2025-09-08,18:19,Noodles,1,162,Cash,3,162
1381,Karthik,Thoothukudi,2025-06-21,13:22,Shawarma,4,338,UPI,1,1352
1382,Suresh,Tirunelveli,2025-04-15,18:35,Fried Rice,1,149,UPI,5,149
1383,Kumar,Tirunelveli,2025-07-26,20:14,Pizza,5,333,Card,1,1665
1384,Kumar,Madurai,2025-03-09,11:01,Pizza,4,345,Cash,1,1380
1385,Vijay,Thoothukudi,2025-03-10,18:04,Pizza,3,285,Card,3,855
1386,Priya,Tirunelveli,2025-03-07,20:44,Shawarma,3,274,UPI,2,822
1387,Anitha,Trichy,2025-10-12,14:34,Parotta,4,348,Cash,3,1392
1388,Arun,Coimbatore,2025-07-03,19:29,Shawarma,1,251,Cash,1,251
1389,Suresh,Tirunelveli,2025-01-07,12:28,Biryani,4,241,Card,3,964
1390,Arun,Coimbatore,2025-01-01,13:54,Biryani,3,322,UPI,2,966
1391,Karthik,Madurai,2025-08-10,19:05,Parotta,1,319,Cash,3,319
1392,Vijay,Thoothukudi,2025-08-16,15:24,Burger,5,81,UPI,3,405
1393,Suresh,Chennai,2025-09-13,19:33,Shawarma,3,164,Cash,3,492
1394,Arun,Salem,2025-01-24,12:24,Biryani,2,133,Card,2,266
1395,Karthik,Madurai,2025-05-13,11:19,Noodles,1,277,UPI,5,277
1396,Arun,Chennai,2025-06-19,13:40,Burger,4,184,Cash,1,736
1397,Arun,Chennai,2025-04-17,13:22,Fried Rice,1,349,Cash,2,349
1398,Karthik,Coimbatore,2025-02-05,12:47,Burger,1,240,Card,1,240
1399,Suresh,Coimbatore,2025-07-21,20:15,Fried Rice,5,312,Cash,2,1560
1400,Arun,Thoothukudi,2025-08-18,13:47,Fried Rice,5,93,Card,1,465
1401,Anitha,Thoothukudi,2025-07-22,15:51,Dosa,1,157,Cash,5,157
1402,Anitha,Salem,2025-06-14,14:54,Noodles,3,341,UPI,2,1023
1403,Priya,Chennai,2025-01-18,15:16,Fried Rice,5,186,Card,3,930
1404,Kumar,Madurai,2025-11-09,20:24,Pizza,4,92,UPI,4,368
1405,Ravi,Salem,2025-08-22,10:19,Dosa,4,230,Cash,4,920
1406,Arun,Coimbatore,2025-01-26,17:59,Dosa,3,320,Card,3,960
1407,Divya,Chennai,2025-07-25,17:17,Parotta,2,189,Cash,4,378
1408,Priya,Thoothukudi,2025-11-27,16:11,Dosa,3,123,UPI,2,369
1409,Karthik,Madurai,2025-03-15,19:37,Dosa,5,135,UPI,4,675
1410,Priya,Madurai,2025-06-25,19:55,Parotta,1,189,UPI,4,189
1411,Divya,Salem,2025-12-02,20:10,Fried Rice,3,130,Card,4,390
1412,Arun,Madurai,2025-08-05,10:29,Noodles,5,95,UPI,5,475
1413,Arun,Salem,2025-01-05,16:31,Shawarma,2,309,Card,2,618
1414,Priya,Chennai,2025-09-12,13:08,Fried Rice,3,80,UPI,3,240
1415,Divya,Madurai,2025-03-17,19:39,Dosa,4,256,Cash,3,1024
1416,Kumar,Thoothukudi,2025-05-15,12:33,Shawarma,1,333,Card,4,333
1417,Suresh,Chennai,2025-11-24,16:41,Burger,1,297,Card,1,297
1418,Ravi,Tirunelveli,2025-04-08,16:10,Parotta,3,349,Cash,4,1047
1419,Priya,Thoothukudi,2025-07-14,22:29,Pizza,4,95,Card,2,380
1420,Anitha,Tirunelveli,2025-07-19,13:11,Burger,5,274,Card,2,1370
1421,Vijay,Thoothukudi,2025-10-22,14:44,Dosa,2,101,UPI,2,202
1422,Vijay,Thoothukudi,2025-02-22,14:37,Burger,4,208,Cash,5,832
1423,Anitha,Trichy,2025-09-08,14:43,Pizza,2,239,UPI,2,478
1424,Arun,Thoothukudi,2025-09-15,17:26,Biryani,5,227,Card,4,1135
1425,Divya,Coimbatore,2025-06-13,18:34,Pizza,5,219,Cash,4,1095
1426,Suresh,Tirunelveli,2025-03-12,14:45,Burger,5,90,UPI,1,450
1427,Anitha,Madurai,2025-09-07,11:29,Shawarma,4,115,Cash,5,460
1428,Suresh,Coimbatore,2025-08-05,20:37,Pizza,5,88,UPI,2,440
1429,Vijay,Trichy,2025-05-28,15:34,Shawarma,1,270,Cash,1,270
1430,Kumar,Madurai,2025-10-01,20:09,Noodles,3,327,UPI,3,981
1431,Vijay,Salem,2025-02-16,13:08,Pizza,3,201,Card,4,603
1432,Priya,Salem,2025-09-10,17:18,Pizza,1,86,Cash,4,86
1433,Divya,Tirunelveli,2025-03-14,22:36,Biryani,5,286,Cash,2,1430
1434,Vijay,Trichy,2025-08-16,19:45,Burger,2,148,Card,5,296
1435,Meena,Thoothukudi,2025-11-12,22:22,Pizza,5,321,Cash,3,1605
1436,Ravi,Trichy,2025-12-09,17:17,Noodles,3,102,Card,4,306
1437,Ravi,Chennai,2025-03-24,16:23,Parotta,2,121,Card,5,242
1438,Suresh,Thoothukudi,2025-05-06,17:54,Noodles,3,200,UPI,4,600
1439,Karthik,Chennai,2025-04-12,21:07,Fried Rice,1,127,Card,1,127
1440,Ravi,Madurai,2025-10-28,16:26,Pizza,1,284,Card,3,284
1441,Karthik,Tirunelveli,2025-07-27,16:56,Burger,1,346,UPI,5,346
1442,Ravi,Madurai,2025-05-05,15:15,Biryani,4,143,Cash,2,572
1443,Arun,Chennai,2025-12-15,16:50,Pizza,4,271,Card,2,1084
1444,Ravi,Trichy,2025-11-02,22:12,Pizza,5,293,UPI,4,1465
1445,Suresh,Coimbatore,2025-07-19,10:00,Noodles,5,245,Cash,2,1225
1446,Suresh,Thoothukudi,2025-11-05,19:30,Noodles,3,108,Cash,3,324
1447,Priya,Salem,2025-01-17,10:28,Dosa,5,129,Card,2,645
1448,Vijay,Coimbatore,2025-09-20,13:43,Fried Rice,3,339,UPI,4,1017
1449,Priya,Coimbatore,2025-06-20,22:44,Biryani,3,278,UPI,2,834
1450,Karthik,Chennai,2025-08-25,22:02,Biryani,5,149,Card,1,745
1451,Divya,Chennai,2025-01-03,19:50,Dosa,4,301,Card,2,1204
1452,Anitha,Madurai,2025-10-17,17:48,Fried Rice,1,103,UPI,5,103
1453,Divya,Trichy,2025-06-12,18:57,Parotta,5,307,Cash,5,1535
1454,Meena,Trichy,2025-08-10,15:58,Burger,1,162,Card,2,162
1455,Suresh,Thoothukudi,2025-03-14,22:39,Parotta,2,169,Cash,5,338
1456,Divya,Trichy,2025-02-14,17:19,Pizza,5,160,Card,1,800
1457,Divya,Tirunelveli,2025-03-18,20:46,Dosa,3,216,Card,1,648
1458,Suresh,Salem,2025-05-27,18:24,Burger,4,103,Card,1,412
1459,Ravi,Madurai,2025-06-14,22:26,Pizza,3,213,UPI,4,639
1460,Ravi,Tirunelveli,2025-10-27,10:55,Pizza,5,212,UPI,3,1060
1461,Arun,Tirunelveli,2025-06-11,16:58,Fried Rice,2,135,Cash,5,270
1462,Priya,Coimbatore,2025-10-02,22:40,Parotta,5,179,UPI,3,895
1463,Divya,Madurai,2025-12-21,13:22,Dosa,3,95,Cash,2,285
1464,Priya,Coimbatore,2025-12-07,16:41,Dosa,5,341,Card,2,1705
1465,Anitha,Salem,2025-05-19,12:13,Pizza,1,129,Card,2,129
1466,Suresh,Coimbatore,2025-10-05,22:54,Noodles,2,205,Card,5,410
1467,Meena,Coimbatore,2025-12-10,20:43,Fried Rice,1,214,Card,1,214
1468,Divya,Chennai,2025-12-22,22:51,Parotta,3,155,Cash,2,465
1469,Priya,Coimbatore,2025-10-10,10:03,Fried Rice,2,161,Cash,4,322
1470,Priya,Trichy,2025-02-11,17:25,Noodles,1,267,Cash,4,267
1471,Anitha,Trichy,2025-04-05,11:33,Fried Rice,5,137,UPI,1,685
1472,Meena,Chennai,2025-06-10,20:39,Fried Rice,4,100,UPI,2,400
1473,Ravi,Salem,2025-02-24,13:26,Fried Rice,1,280,Card,5,280
1474,Vijay,Chennai,2025-07-13,18:33,Fried Rice,4,314,UPI,1,1256
1475,Suresh,Chennai,2025-01-20,20:22,Pizza,5,171,Card,2,855
1476,Priya,Thoothukudi,2025-10-25,19:50,Fried Rice,4,290,UPI,5,1160
1477,Arun,Thoothukudi,2025-09-06,17:28,Shawarma,3,223,UPI,3,669
1478,Arun,Coimbatore,2025-07-16,12:58,Parotta,4,99,Cash,2,396
1479,Ravi,Trichy,2025-09-01,21:44,Shawarma,3,258,Cash,5,774
1480,Kumar,Chennai,2025-11-03,20:31,Dosa,5,104,UPI,2,520
1481,Divya,Trichy,2025-01-21,11:20,Burger,4,286,Card,4,1144
1482,Suresh,Salem,2025-01-27,12:26,Parotta,3,234,Cash,1,702
1483,Ravi,Tirunelveli,2025-12-06,17:58,Shawarma,4,153,Cash,1,612
1484,Karthik,Coimbatore,2025-08-23,19:46,Noodles,1,247,Cash,3,247
1485,Meena,Coimbatore,2025-12-05,13:32,Pizza,5,280,UPI,1,1400
1486,Suresh,Thoothukudi,2025-02-19,15:51,Shawarma,3,223,Card,1,669
1487,Arun,Coimbatore,2025-11-27,18:21,Parotta,4,131,Cash,4,524
1488,Vijay,Madurai,2025-05-15,12:20,Fried Rice,4,288,UPI,1,1152
1489,Ravi,Trichy,2025-12-13,14:19,Pizza,4,110,Cash,1,440
1490,Anitha,Chennai,2025-06-28,12:56,Shawarma,1,323,Cash,4,323
1491,Vijay,Coimbatore,2025-08-04,13:07,Shawarma,5,310,Cash,2,1550
1492,Vijay,Trichy,2025-06-01,14:01,Dosa,5,242,Cash,2,1210
1493,Arun,Madurai,2025-10-25,16:05,Burger,1,292,Card,1,292
1494,Suresh,Tirunelveli,2025-03-02,12:19,Pizza,2,113,UPI,3,226
1495,Anitha,Salem,2025-07-09,20:52,Dosa,2,256,Cash,2,512
1496,Anitha,Trichy,2025-05-07,17:18,Burger,4,239,UPI,4,956
1497,Vijay,Coimbatore,2025-05-22,19:05,Parotta,5,162,UPI,2,810
1498,Karthik,Madurai,2025-12-05,14:32,Biryani,3,178,Card,4,534
1499,Divya,Trichy,2025-11-12,10:47,Parotta,1,139,Card,1,139
1500,Priya,Thoothukudi,2025-05-02,14:10,Parotta,2,151,Cash,4,302
1501,Karthik,Tirunelveli,2025-04-24,17:03,Pizza,1,130,UPI,2,130
1502,Kumar,Tirunelveli,2025-05-20,11:37,Dosa,2,83,UPI,3,166
1503,Suresh,Coimbatore,2025-03-05,22:29,Dosa,4,225,Card,4,900
1504,Kumar,Tirunelveli,2025-01-20,11:38,Burger,4,321,Cash,2,1284
1505,Ravi,Trichy,2025-09-16,17:18,Fried Rice,3,154,Cash,4,462
1506,Anitha,Coimbatore,2025-02-27,17:31,Shawarma,5,226,Cash,3,1130
1507,Kumar,Tirunelveli,2025-08-24,18:03,Burger,1,341,Card,5,341
1508,Kumar,Thoothukudi,2025-07-17,19:05,Pizza,1,111,UPI,4,111
1509,Meena,Chennai,2025-07-23,21:56,Burger,4,201,Card,1,804
1510,Vijay,Salem,2025-04-15,11:04,Fried Rice,3,335,Cash,3,1005
1511,Priya,Madurai,2025-04-02,15:37,Shawarma,1,169,Cash,1,169
1512,Divya,Madurai,2025-10-05,18:15,Parotta,4,258,UPI,2,1032
1513,Arun,Salem,2025-07-25,15:38,Burger,1,84,Card,5,84
1514,Arun,Thoothukudi,2025-02-03,22:14,Dosa,4,109,UPI,1,436
1515,Anitha,Coimbatore,2025-01-08,19:30,Shawarma,5,318,UPI,1,1590
1516,Suresh,Trichy,2025-07-13,21:23,Noodles,5,312,Card,4,1560
1517,Karthik,Tirunelveli,2025-02-17,10:05,Shawarma,1,103,UPI,5,103
1518,Karthik,Chennai,2025-04-26,13:15,Pizza,5,216,Cash,4,1080
1519,Meena,Trichy,2025-11-19,10:19,Shawarma,4,223,Card,3,892
1520,Suresh,Tirunelveli,2025-06-08,16:49,Dosa,3,263,UPI,4,789
1521,Meena,Coimbatore,2025-02-03,13:43,Burger,4,124,Card,1,496
1522,Ravi,Tirunelveli,2025-03-01,19:39,Pizza,5,208,Card,1,1040
1523,Anitha,Thoothukudi,2025-10-27,14:05,Pizza,2,240,Card,4,480
1524,Divya,Thoothukudi,2025-08-02,16:46,Pizza,1,126,Cash,2,126
1525,Arun,Salem,2025-04-24,19:14,Burger,1,340,UPI,5,340
1526,Meena,Salem,2025-05-18,19:40,Biryani,1,224,UPI,5,224
1527,Arun,Tirunelveli,2025-06-28,20:35,Fried Rice,3,134,Card,1,402
1528,Suresh,Tirunelveli,2025-11-10,15:35,Dosa,3,288,Card,1,864
1529,Karthik,Chennai,2025-08-20,12:36,Dosa,5,190,UPI,4,950
1530,Ravi,Salem,2025-03-09,18:13,Parotta,2,144,Cash,5,288
1531,Priya,Madurai,2025-10-18,20:49,Burger,3,242,Card,4,726
1532,Suresh,Thoothukudi,2025-02-21,19:52,Shawarma,3,269,UPI,3,807
1533,Ravi,Salem,2025-11-14,13:30,Pizza,5,151,UPI,4,755
1534,Ravi,Trichy,2025-06-22,17:38,Biryani,1,339,Card,2,339
1535,Suresh,Thoothukudi,2025-02-03,14:36,Pizza,4,265,Cash,5,1060
1536,Arun,Madurai,2025-07-13,13:52,Pizza,3,100,Cash,4,300
1537,Arun,Tirunelveli,2025-09-04,19:57,Biryani,2,129,Cash,1,258
1538,Meena,Trichy,2025-02-24,14:13,Parotta,1,259,Card,2,259
1539,Meena,Trichy,2025-01-25,21:39,Dosa,3,222,Cash,3,666
1540,Priya,Coimbatore,2025-07-20,12:46,Fried Rice,5,92,Cash,4,460
1541,Suresh,Tirunelveli,2025-02-27,12:08,Pizza,3,238,Card,4,714
1542,Divya,Madurai,2025-10-04,14:51,Parotta,1,137,Cash,2,137
1543,Kumar,Thoothukudi,2025-11-13,15:08,Burger,4,307,UPI,1,1228
1544,Ravi,Trichy,2025-12-25,20:42,Biryani,3,290,UPI,5,870
1545,Meena,Coimbatore,2025-05-08,15:07,Pizza,4,205,Card,4,820
1546,Arun,Madurai,2025-09-23,15:55,Dosa,2,277,UPI,1,554
1547,Anitha,Chennai,2025-05-23,11:29,Parotta,3,312,UPI,3,936
1548,Karthik,Madurai,2025-02-18,17:29,Fried Rice,4,286,Card,1,1144
1549,Ravi,Coimbatore,2025-06-24,11:07,Burger,4,190,Card,1,760
1550,Ravi,Thoothukudi,2025-04-13,11:04,Parotta,4,239,Card,4,956
1551,Arun,Thoothukudi,2025-08-26,14:07,Noodles,5,160,Cash,2,800
1552,Suresh,Madurai,2025-07-27,22:20,Biryani,3,90,Card,2,270
1553,Ravi,Coimbatore,2025-12-19,22:32,Pizza,3,315,Card,3,945
1554,Meena,Thoothukudi,2025-11-13,13:06,Burger,5,88,Card,2,440
1555,Priya,Trichy,2025-11-22,12:04,Shawarma,3,209,UPI,5,627
1556,Vijay,Salem,2025-09-13,16:54,Fried Rice,2,280,Cash,1,560
1557,Arun,Thoothukudi,2025-07-26,20:33,Dosa,1,169,Card,3,169
1558,Arun,Trichy,2025-08-06,17:45,Noodles,5,330,Card,4,1650
1559,Anitha,Madurai,2025-04-14,16:18,Noodles,1,86,Card,5,86
1560,Suresh,Trichy,2025-03-03,18:36,Parotta,4,87,Card,2,348
1561,Kumar,Salem,2025-10-11,20:07,Shawarma,2,228,Cash,3,456
1562,Ravi,Trichy,2025-09-24,18:36,Dosa,1,164,UPI,2,164
1563,Meena,Trichy,2025-08-15,10:25,Biryani,3,86,UPI,2,258
1564,Arun,Tirunelveli,2025-05-19,21:37,Dosa,2,223,Card,1,446
1565,Vijay,Tirunelveli,2025-07-22,13:11,Biryani,5,102,Cash,2,510
1566,Karthik,Salem,2025-04-16,20:57,Biryani,2,218,UPI,1,436
1567,Priya,Tirunelveli,2025-11-09,18:34,Biryani,4,96,Cash,2,384
1568,Divya,Thoothukudi,2025-07-11,13:50,Pizza,4,196,UPI,3,784
1569,Suresh,Madurai,2025-09-09,21:06,Burger,1,216,Card,4,216
1570,Kumar,Tirunelveli,2025-10-19,20:44,Dosa,3,240,Card,2,720
1571,Meena,Tirunelveli,2025-08-26,14:17,Biryani,1,307,UPI,4,307
1572,Anitha,Tirunelveli,2025-03-10,10:56,Shawarma,1,334,Card,1,334
1573,Anitha,Madurai,2025-08-15,19:38,Noodles,3,134,Card,2,402
1574,Anitha,Madurai,2025-01-22,18:40,Fried Rice,5,218,Cash,2,1090
1575,Arun,Coimbatore,2025-08-28,17:28,Parotta,5,301,Card,5,1505
1576,Suresh,Coimbatore,2025-01-26,14:36,Pizza,3,88,Cash,1,264
1577,Divya,Thoothukudi,2025-08-18,13:38,Pizza,5,229,UPI,2,1145
1578,Karthik,Tirunelveli,2025-10-06,10:14,Pizza,3,303,Card,5,909
1579,Karthik,Tirunelveli,2025-05-25,10:39,Noodles,5,189,Cash,3,945
1580,Arun,Madurai,2025-07-05,12:37,Fried Rice,4,291,UPI,4,1164
1581,Divya,Trichy,2025-04-13,11:21,Shawarma,4,166,UPI,4,664
1582,Suresh,Trichy,2025-09-27,10:06,Noodles,1,321,Cash,1,321
1583,Ravi,Chennai,2025-06-13,14:05,Dosa,4,174,Cash,3,696
1584,Suresh,Chennai,2025-03-01,20:50,Noodles,1,256,Card,2,256
1585,Suresh,Coimbatore,2025-02-06,20:55,Biryani,5,344,UPI,3,1720
1586,Vijay,Thoothukudi,2025-03-08,18:57,Noodles,5,130,UPI,4,650
1587,Suresh,Trichy,2025-05-18,21:52,Burger,5,196,Cash,5,980
1588,Ravi,Madurai,2025-10-19,17:37,Pizza,1,131,UPI,3,131
1589,Priya,Coimbatore,2025-01-11,13:32,Biryani,4,159,Card,2,636
1590,Arun,Chennai,2025-06-14,10:14,Fried Rice,2,292,UPI,5,584
1591,Karthik,Trichy,2025-02-24,18:07,Fried Rice,3,135,Cash,5,405
1592,Suresh,Thoothukudi,2025-09-24,21:15,Fried Rice,3,155,UPI,5,465
1593,Priya,Coimbatore,2025-09-03,19:16,Noodles,4,196,Card,2,784
1594,Divya,Tirunelveli,2025-01-15,14:37,Pizza,2,349,Cash,1,698
1595,Priya,Madurai,2025-01-23,11:46,Fried Rice,4,299,Card,4,1196
1596,Kumar,Tirunelveli,2025-02-18,20:25,Fried Rice,4,186,UPI,4,744
1597,Anitha,Salem,2025-09-24,22:17,Noodles,2,120,UPI,2,240
1598,Suresh,Trichy,2025-04-14,22:45,Pizza,5,173,UPI,2,865
1599,Karthik,Salem,2025-01-02,11:03,Parotta,3,130,UPI,3,390
1600,Divya,Coimbatore,2025-12-15,13:23,Noodles,4,153,UPI,5,612
1601,Kumar,Trichy,2025-07-26,22:03,Parotta,4,240,Cash,3,960
1602,Priya,Salem,2025-02-08,14:43,Pizza,1,272,UPI,5,272
1603,Priya,Salem,2025-05-08,15:28,Biryani,3,98,UPI,5,294
1604,Ravi,Coimbatore,2025-04-02,16:14,Biryani,3,184,Card,5,552
1605,Kumar,Trichy,2025-10-20,15:44,Shawarma,2,254,Card,5,508
1606,Vijay,Tirunelveli,2025-12-07,10:48,Dosa,3,198,UPI,2,594
1607,Suresh,Coimbatore,2025-09-07,16:00,Dosa,1,177,Cash,3,177
1608,Meena,Trichy,2025-09-19,21:29,Shawarma,3,202,Card,5,606
1609,Suresh,Tirunelveli,2025-04-28,16:55,Pizza,3,171,Card,2,513
1610,Karthik,Chennai,2025-08-12,18:31,Pizza,4,259,Cash,5,1036
1611,Arun,Madurai,2025-07-01,19:58,Dosa,5,95,Card,4,475
1612,Priya,Thoothukudi,2025-06-01,13:54,Burger,4,171,Card,2,684
1613,Ravi,Trichy,2025-06-13,19:49,Fried Rice,4,294,Card,1,1176
1614,Suresh,Thoothukudi,2025-08-10,10:42,Noodles,4,167,UPI,2,668
1615,Karthik,Madurai,2025-12-28,20:33,Fried Rice,5,347,UPI,4,1735
1616,Suresh,Salem,2025-08-14,12:38,Pizza,1,185,Cash,4,185
1617,Ravi,Coimbatore,2025-07-20,11:06,Biryani,1,298,Card,5,298
1618,Vijay,Trichy,2025-12-26,11:30,Pizza,2,335,Cash,1,670
1619,Anitha,Salem,2025-12-10,12:24,Burger,3,119,UPI,1,357
1620,Meena,Salem,2025-03-10,21:40,Shawarma,3,253,UPI,1,759
1621,Anitha,Chennai,2025-10-17,15:01,Fried Rice,5,221,UPI,1,1105
1622,Karthik,Coimbatore,2025-01-12,12:22,Noodles,4,272,Card,4,1088
1623,Suresh,Thoothukudi,2025-06-20,15:28,Noodles,1,194,UPI,2,194
1624,Divya,Salem,2025-10-07,16:32,Shawarma,4,130,Cash,4,520
1625,Arun,Salem,2025-09-27,18:53,Shawarma,2,119,Cash,1,238
1626,Anitha,Tirunelveli,2025-07-13,10:03,Fried Rice,2,175,UPI,2,350
1627,Suresh,Coimbatore,2025-05-23,14:01,Parotta,4,82,UPI,5,328
1628,Ravi,Salem,2025-10-03,12:17,Pizza,5,276,Cash,3,1380
1629,Meena,Trichy,2025-09-11,11:47,Pizza,4,258,Cash,3,1032
1630,Ravi,Trichy,2025-02-10,12:43,Shawarma,5,170,Cash,3,850
1631,Arun,Salem,2025-02-22,10:25,Parotta,3,180,UPI,3,540
1632,Anitha,Madurai,2025-09-21,12:25,Noodles,1,316,UPI,1,316
1633,Kumar,Salem,2025-08-20,15:14,Parotta,3,155,UPI,2,465
1634,Arun,Chennai,2025-08-05,19:13,Pizza,1,119,Cash,5,119
1635,Kumar,Tirunelveli,2025-03-08,14:20,Burger,1,139,Card,2,139
1636,Anitha,Salem,2025-01-07,20:41,Shawarma,4,220,UPI,3,880
1637,Suresh,Madurai,2025-11-14,10:55,Parotta,4,222,UPI,1,888
1638,Meena,Tirunelveli,2025-02-22,18:47,Parotta,4,199,Cash,5,796
1639,Karthik,Coimbatore,2025-10-09,10:36,Pizza,5,181,Cash,4,905
1640,Priya,Tirunelveli,2025-12-27,20:30,Dosa,3,184,Card,4,552
1641,Vijay,Coimbatore,2025-03-15,19:32,Noodles,4,328,Card,3,1312
1642,Priya,Madurai,2025-11-24,20:05,Shawarma,2,214,Cash,4,428
1643,Meena,Chennai,2025-01-02,13:57,Dosa,2,328,UPI,5,656
1644,Anitha,Tirunelveli,2025-10-23,12:36,Biryani,5,101,Cash,4,505
1645,Karthik,Coimbatore,2025-02-20,12:02,Parotta,4,286,Card,2,1144
1646,Kumar,Trichy,2025-06-21,16:24,Shawarma,2,331,UPI,3,662
1647,Priya,Salem,2025-07-06,19:25,Dosa,1,92,Cash,2,92
1648,Meena,Trichy,2025-11-23,16:55,Parotta,1,303,UPI,3,303
1649,Anitha,Trichy,2025-05-01,14:30,Parotta,1,202,Card,5,202
1650,Arun,Thoothukudi,2025-03-26,12:02,Pizza,5,112,UPI,3,560
1651,Karthik,Madurai,2025-07-04,18:35,Biryani,4,213,Cash,4,852
1652,Meena,Trichy,2025-09-09,22:31,Noodles,5,143,UPI,3,715
1653,Arun,Trichy,2025-11-15,11:34,Fried Rice,2,97,Card,3,194
1654,Karthik,Madurai,2025-09-10,20:29,Dosa,4,96,Card,3,384
1655,Karthik,Tirunelveli,2025-08-16,15:46,Noodles,2,110,UPI,3,220
1656,Anitha,Trichy,2025-01-21,16:07,Burger,5,154,UPI,3,770
1657,Vijay,Thoothukudi,2025-05-09,16:48,Fried Rice,1,223,Card,1,223
1658,Ravi,Salem,2025-07-04,12:01,Noodles,1,80,Card,3,80
1659,Arun,Trichy,2025-08-22,11:32,Noodles,2,344,UPI,5,688
1660,Priya,Trichy,2025-11-03,20:44,Shawarma,2,288,Card,5,576
1661,Anitha,Madurai,2025-12-03,18:09,Shawarma,2,115,Card,5,230
1662,Arun,Salem,2025-03-08,10:17,Biryani,2,86,Cash,1,172
1663,Ravi,Thoothukudi,2025-10-16,17:57,Dosa,4,342,Card,2,1368
1664,Kumar,Trichy,2025-07-27,22:49,Shawarma,4,252,UPI,5,1008
1665,Ravi,Thoothukudi,2025-06-15,10:27,Shawarma,5,150,UPI,4,750
